Agent, Computer Name, Duration of Call, LOB, Type, Message,
gdeharo,ausrca0050,69 min,Café,Café,issues with zebra printer/drivers
rhagemann,ausrcwa043,55 min,Café,Café,Failed Upgrade / Reinstall FSM
mwildman,ausrca0229,35 min,Café,Café,URSA and printer install and PEP
mbarth,auswrca0230,20 min,Café,Café,writing as deleted
aljohnson,ausrca0058,17 min,FXRS,WIS,credentials
macampbell,auscrwfxrs3,16 min,Café,Café,Troubleshoot zp 505
gdeharo,ausrca0050,15 min,Café,Café,Tech ticket requested hardware
macampbell,auscrwfxrs3,15 min,FXRS,FSMS,Troubleshoot smartpost labels
anewman,ausrca0074,14 min,FXRS,WIS,Get production credentials
gdeharo,ausrca0050,14 min,FXRS,Café,Fedex services stopped turned on
rhagemann,ausrcwa043,12 min,Café,Café,Service Issue
macampbell,auscrwfxrs3,11 min,FXRS,FSMS,Confirm server is communicating
anewman,ausrca0074,11 min,FXRS,WIS,Currency Value
anewman,ausrca0074,11 min,FXRS,WIS,Get production key
mbarth,auswrca0230,10 min,Café,Café,fsm isntall trouble
ianderson,auswlspigelmire,10 min,Café,Café,hardware removal
anewman,ausrca0074,10 min,FXRS,Café,URSA Expired
mbarth,auswrca0230,10 min,FXRS,Misdirect,needs .com
gdeharo,ausrca0050,10 min,FXRS,WIS,general questions about credentials
rhagemann,ausrcwa043,10 min,Café,Café,Transmission Files to CD / HUF Issue
macampbell,auscrwfxrs3,10 min,FXRS,WIS,Test requests timing out
mwildman,ausrca0229,9 min,Café,Café,URSA 2916
aljohnson,ausrca0058,8 min,Café,FSMS,Credit privileges suspended
rhagemann,ausrcwa043,8 min,FXRS,Misdirect,Printer Troubleshooting / Dotcom
macampbell,auscrwfxrs3,8 min,FXRS,WIS,Certification status inquiry
anewman,ausrca0074,8 min,FXRS,WIS,Get production credentials
macampbell,auscrwfxrs3,7 min,Café,Café,URSA expired
mwildman,ausrca0229,7 min,Café,Café,Adding recipient email to commercial inv
mbarth,auswrca0230,7 min,Café,Café,prod key req
mbarth,auswrca0230,7 min,Café,Café,prod kwy req
mbarth,auswrca0230,7 min,FXRS,Café,ca cafe isntalls
mwildman,ausrca0229,6 min,Café,Café,ZP505 not printing
anewman,ausrca0074,5 min,FXRS,Café,URSA Expired
macampbell,auscrwfxrs3,5 min,FXRS,FSMS,Network thermal printer
macampbell,auscrwfxrs3,5 min,Café,Café,URSA expired
mbarth,auswrca0230,5 min,FXRS,Café,printer tech tix
macampbell,auscrwfxrs3,5 min,FXRS,FSMS,Confirm acct is smartpost enabled
mbarth,auswrca0230,5 min,FXRS,FSMS,bill recip duties and taxes
mbarth,auswrca0230,5 min,FXRS,WIS,csp info
rhagemann,ausrcwa043,5 min,FXRS,FSMS,Update Case
rhagemann,ausrcwa043,3 min,FXRS,Misdirect,Dotcom
macampbell,auscrwfxrs3,3 min,FXRS,Misdirect,transferred to fedex.com
rhagemann,ausrcwa043,3 min,FXRS,WIS,Confirm Meter is enabled
anewman,ausrca0074,3 min,FXRS,FSMS,Escalation status inquiry
anewman,ausrca0074,2 min,Café,Café,Ship Alert Notifications
macampbell,auscrwfxrs3,2 min,FXRS,FSMS,Contact Clippership to upgrade to 1407
macampbell,auscrwfxrs3,1.5 min,FXRS,FSMS,disconnect
anewman,ausrca0074,1 min,FXRS,Café,customer disconnected
macampbell,auscrwfxrs3,1 min,Café,Café,disconnect
gdeharo,ausrca0050,1 min,FXRS,FSMS,cust disconnect
mbarth,auswrca0230,.5 min,FXRS,Misdirect,needs soemthing called one ship
